(AICL) root@4c91ca1b33d2:~/conda/share/doc/AICL# sh ./scripts/train.sh
Using device: cuda
[0.0002 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000]
[0.5617 0.5031 0.4327 0.3560 0.2696 0.1947 0.1127]
epoch=  107  step= 1400  Loss=2.3415  cls_acc=76.67  best_map=35.83
[0.5688 0.5080 0.4383 0.3581 0.2744 0.1944 0.1107]
epoch=  111  step= 1450  Loss=2.3446  cls_acc=80.00  best_map=35.83
[0.5713 0.5116 0.4410 0.3622 0.2750 0.1926 0.1106]
epoch=  115  step= 1500  Loss=2.3232  cls_acc=81.90  best_map=35.83
[0.5650 0.5049 0.4297 0.3516 0.2729 0.1929 0.1103]
epoch=  119  step= 1550  Loss=2.3129  cls_acc=79.05  best_map=35.83
[0.5727 0.5116 0.4413 0.3632 0.2754 0.1894 0.1075]
epoch=  123  step= 1600  Loss=2.2373  cls_acc=77.62  best_map=35.83
[0.5716 0.5108 0.4413 0.3654 0.2766 0.1922 0.1111]
epoch=  126  step= 1650  Loss=2.2120  cls_acc=79.05  best_map=35.83
[0.5730 0.5131 0.4420 0.3636 0.2779 0.1913 0.1095]
epoch=  130  step= 1700  Loss=2.1537  cls_acc=79.52  best_map=35.83
[0.5631 0.5063 0.4365 0.3592 0.2750 0.1909 0.1065]
epoch=  134  step= 1750  Loss=2.1076  cls_acc=78.57  best_map=35.83
[0.5759 0.5165 0.4458 0.3659 0.2836 0.1936 0.1080]
epoch=  138  step= 1800  Loss=2.0762  cls_acc=78.57  best_map=35.83
[0.5730 0.5133 0.4450 0.3656 0.2838 0.1942 0.1098]
epoch=  142  step= 1850  Loss=2.0661  cls_acc=80.00  best_map=35.83
[0.5676 0.5102 0.4399 0.3646 0.2796 0.1919 0.1114]
epoch=  146  step= 1900  Loss=2.0185  cls_acc=78.10  best_map=35.83
[0.5692 0.5129 0.4397 0.3639 0.2790 0.1931 0.1103]
epoch=  149  step= 1950  Loss=2.0100  cls_acc=78.57  best_map=35.83
[0.5737 0.5132 0.4428 0.3660 0.2783 0.1926 0.1089]
epoch=  153  step= 2000  Loss=2.0291  cls_acc=78.10  best_map=35.83
[0.5745 0.5180 0.4454 0.3656 0.2824 0.1948 0.1100]
epoch=  157  step= 2050  Loss=1.9939  cls_acc=76.67  best_map=35.83
[0.5582 0.5003 0.4340 0.3576 0.2741 0.1896 0.1099]
epoch=  161  step= 2100  Loss=1.9772  cls_acc=72.86  best_map=35.83
[0.5714 0.5133 0.4445 0.3680 0.2834 0.1948 0.1108]
epoch=  165  step= 2150  Loss=1.9435  cls_acc=76.19  best_map=35.83
[0.5703 0.5124 0.4434 0.3637 0.2815 0.1942 0.1094]
epoch=  169  step= 2200  Loss=1.9314  cls_acc=75.71  best_map=35.83
[0.5815 0.5230 0.4531 0.3741 0.2865 0.1989 0.1115]
epoch=  173  step= 2250  Loss=1.9151  cls_acc=78.10  best_map=36.12
[0.5754 0.5200 0.4507 0.3698 0.2847 0.1987 0.1106]
epoch=  176  step= 2300  Loss=1.8746  cls_acc=77.14  best_map=36.12
[0.5679 0.5098 0.4396 0.3615 0.2760 0.1933 0.1100]
epoch=  180  step= 2350  Loss=1.8764  cls_acc=77.62  best_map=36.12
[0.5795 0.5244 0.4526 0.3711 0.2841 0.1966 0.1139]
epoch=  184  step= 2400  Loss=1.8818  cls_acc=77.14  best_map=36.12
[0.5648 0.5121 0.4404 0.3594 0.2772 0.1933 0.1115]
epoch=  188  step= 2450  Loss=1.8819  cls_acc=76.67  best_map=36.12
[0.5703 0.5177 0.4466 0.3676 0.2835 0.1966 0.1122]
epoch=  192  step= 2500  Loss=1.8644  cls_acc=78.10  best_map=36.12
[0.5806 0.5214 0.4508 0.3695 0.2859 0.2015 0.1146]
epoch=  196  step= 2550  Loss=1.8566  cls_acc=79.05  best_map=36.12
[0.5639 0.5138 0.4452 0.3684 0.2810 0.1953 0.1114]
epoch=  199  step= 2600  Loss=1.8368  cls_acc=76.19  best_map=36.12
[0.5632 0.5106 0.4435 0.3678 0.2786 0.1936 0.1076]
epoch=  203  step= 2650  Loss=1.8353  cls_acc=76.19  best_map=36.12
[0.5677 0.5156 0.4451 0.3712 0.2817 0.1963 0.1133]
epoch=  207  step= 2700  Loss=1.8885  cls_acc=74.76  best_map=36.12
[0.5757 0.5240 0.4526 0.3762 0.2881 0.2003 0.1138]
epoch=  211  step= 2750  Loss=1.8188  cls_acc=76.19  best_map=36.15
[0.5712 0.5183 0.4515 0.3735 0.2855 0.1986 0.1117]
epoch=  215  step= 2800  Loss=1.8065  cls_acc=76.67  best_map=36.15
[0.5728 0.5208 0.4513 0.3762 0.2867 0.1974 0.1125]
epoch=  219  step= 2850  Loss=1.7813  cls_acc=76.67  best_map=36.15
[0.5770 0.5246 0.4514 0.3758 0.2860 0.1967 0.1117]
epoch=  223  step= 2900  Loss=1.7482  cls_acc=75.71  best_map=36.15
[0.5852 0.5302 0.4549 0.3753 0.2868 0.1953 0.1097]
epoch=  226  step= 2950  Loss=1.7466  cls_acc=75.71  best_map=36.25
[0.5574 0.5043 0.4359 0.3615 0.2808 0.1932 0.1112]
epoch=  230  step= 3000  Loss=1.7370  cls_acc=73.33  best_map=36.25
[0.5840 0.5320 0.4580 0.3785 0.2883 0.1973 0.1115]
epoch=  234  step= 3050  Loss=1.7417  cls_acc=75.71  best_map=36.42
[0.5766 0.5223 0.4524 0.3743 0.2855 0.1933 0.1101]
epoch=  238  step= 3100  Loss=1.7190  cls_acc=75.71  best_map=36.42
[0.5812 0.5271 0.4549 0.3780 0.2884 0.1993 0.1131]
epoch=  242  step= 3150  Loss=1.7375  cls_acc=76.19  best_map=36.42
[0.5813 0.5246 0.4551 0.3760 0.2893 0.1978 0.1121]
epoch=  246  step= 3200  Loss=1.7435  cls_acc=75.71  best_map=36.42
[0.5845 0.5300 0.4587 0.3756 0.2907 0.2008 0.1158]
epoch=  249  step= 3250  Loss=1.7608  cls_acc=76.67  best_map=36.52
[0.5902 0.5319 0.4599 0.3804 0.2896 0.1969 0.1099]
epoch=  253  step= 3300  Loss=1.8022  cls_acc=79.52  best_map=36.55
[0.5732 0.5185 0.4463 0.3677 0.2778 0.1886 0.1033]
epoch=  257  step= 3350  Loss=1.7979  cls_acc=73.33  best_map=36.55
[0.5832 0.5255 0.4540 0.3754 0.2883 0.1976 0.1115]
epoch=  261  step= 3400  Loss=1.7330  cls_acc=77.62  best_map=36.55
[0.5773 0.5227 0.4517 0.3771 0.2872 0.1954 0.1088]
epoch=  265  step= 3450  Loss=1.6853  cls_acc=75.24  best_map=36.55
[0.5918 0.5355 0.4626 0.3770 0.2884 0.2017 0.1129]
epoch=  269  step= 3500  Loss=1.6860  cls_acc=77.62  best_map=36.71
[0.5855 0.5306 0.4559 0.3777 0.2902 0.2002 0.1119]
epoch=  273  step= 3550  Loss=1.6894  cls_acc=77.14  best_map=36.71
[0.5599 0.5067 0.4384 0.3632 0.2814 0.1889 0.1078]
epoch=  276  step= 3600  Loss=1.6939  cls_acc=72.86  best_map=36.71
[0.5764 0.5218 0.4487 0.3703 0.2808 0.1898 0.1084]
epoch=  280  step= 3650  Loss=1.6828  cls_acc=74.76  best_map=36.71
[0.5843 0.5303 0.4564 0.3799 0.2870 0.1939 0.1086]
epoch=  284  step= 3700  Loss=1.6462  cls_acc=75.71  best_map=36.71
[0.5831 0.5288 0.4560 0.3756 0.2840 0.1946 0.1087]
epoch=  288  step= 3750  Loss=1.6507  cls_acc=77.62  best_map=36.71
[0.6055 0.5523 0.4818 0.3923 0.3029 0.2028 0.1152]
epoch=  292  step= 3800  Loss=1.6768  cls_acc=78.10  best_map=37.90
[0.5667 0.5257 0.4644 0.3789 0.2856 0.1919 0.1089]
epoch=  296  step= 3850  Loss=1.7221  cls_acc=73.33  best_map=37.90
[0.5940 0.5433 0.4712 0.3854 0.2943 0.1992 0.1104]
epoch=  299  step= 3900  Loss=1.6374  cls_acc=76.19  best_map=37.90
[0.5965 0.5475 0.4752 0.3886 0.2989 0.1978 0.1119]
epoch=  303  step= 3950  Loss=1.6291  cls_acc=78.57  best_map=37.90
[0.6045 0.5532 0.4779 0.3913 0.2943 0.1970 0.1083]
epoch=  307  step= 4000  Loss=1.6089  cls_acc=78.57  best_map=37.90
[0.5948 0.5458 0.4717 0.3833 0.2932 0.1940 0.1098]
epoch=  311  step= 4050  Loss=1.6179  cls_acc=77.62  best_map=37.90
[0.5949 0.5444 0.4706 0.3818 0.2908 0.1940 0.1071]
epoch=  315  step= 4100  Loss=1.5953  cls_acc=76.19  best_map=37.90
[0.5842 0.5344 0.4649 0.3801 0.2885 0.1955 0.1097]
epoch=  319  step= 4150  Loss=1.5667  cls_acc=76.19  best_map=37.90
[0.5887 0.5394 0.4679 0.3820 0.2878 0.1941 0.1098]
epoch=  323  step= 4200  Loss=1.5569  cls_acc=75.24  best_map=37.90
[0.5866 0.5374 0.4672 0.3815 0.2883 0.1967 0.1108]
epoch=  326  step= 4250  Loss=1.5616  cls_acc=76.19  best_map=37.90
[0.5818 0.5325 0.4653 0.3799 0.2925 0.1991 0.1115]
epoch=  330  step= 4300  Loss=1.5472  cls_acc=75.24  best_map=37.90
[0.5806 0.5329 0.4635 0.3794 0.2866 0.1909 0.1077]
epoch=  334  step= 4350  Loss=1.5807  cls_acc=75.24  best_map=37.90
[0.5788 0.5320 0.4673 0.3805 0.2920 0.1972 0.1087]
epoch=  338  step= 4400  Loss=1.5476  cls_acc=79.05  best_map=37.90
[0.5811 0.5339 0.4664 0.3807 0.2891 0.1922 0.1067]
epoch=  342  step= 4450  Loss=1.6787  cls_acc=76.67  best_map=37.90
[0.5841 0.5386 0.4627 0.3770 0.2830 0.1854 0.1032]
epoch=  346  step= 4500  Loss=1.5889  cls_acc=77.62  best_map=37.90
[0.5866 0.5358 0.4650 0.3780 0.2877 0.1895 0.1099]
epoch=  349  step= 4550  Loss=1.5463  cls_acc=77.14  best_map=37.90
[0.5787 0.5304 0.4615 0.3736 0.2851 0.1883 0.1075]
epoch=  353  step= 4600  Loss=1.5173  cls_acc=77.14  best_map=37.90
[0.5856 0.5363 0.4607 0.3743 0.2799 0.1848 0.1026]
epoch=  357  step= 4650  Loss=1.5259  cls_acc=76.67  best_map=37.90
[0.5812 0.5359 0.4633 0.3758 0.2858 0.1894 0.1043]
epoch=  361  step= 4700  Loss=1.5310  cls_acc=77.14  best_map=37.90
[0.5841 0.5379 0.4676 0.3801 0.2908 0.1948 0.1093]
epoch=  365  step= 4750  Loss=1.5034  cls_acc=76.67  best_map=37.90
[0.5760 0.5296 0.4595 0.3728 0.2831 0.1899 0.1058]
epoch=  369  step= 4800  Loss=1.5059  cls_acc=73.81  best_map=37.90
[0.5656 0.5222 0.4543 0.3694 0.2832 0.1878 0.1035]
epoch=  373  step= 4850  Loss=1.5033  cls_acc=73.81  best_map=37.90
[0.5799 0.5342 0.4660 0.3799 0.2907 0.1960 0.1086]
epoch=  376  step= 4900  Loss=1.4800  cls_acc=74.76  best_map=37.90
[0.5716 0.5267 0.4572 0.3699 0.2783 0.1877 0.1041]
epoch=  380  step= 4950  Loss=1.4831  cls_acc=73.81  best_map=37.90
[0.5721 0.5275 0.4589 0.3748 0.2851 0.1939 0.1080]
epoch=  384  step= 5000  Loss=1.4744  cls_acc=74.29  best_map=37.90
[0.5773 0.5319 0.4621 0.3777 0.2885 0.1952 0.1073]
epoch=  388  step= 5050  Loss=1.4529  cls_acc=74.76  best_map=37.90
[0.5693 0.5255 0.4584 0.3745 0.2866 0.1920 0.1060]
epoch=  392  step= 5100  Loss=1.4576  cls_acc=73.33  best_map=37.90
[0.5615 0.5184 0.4518 0.3702 0.2805 0.1898 0.1051]
epoch=  396  step= 5150  Loss=1.4601  cls_acc=73.33  best_map=37.90
[0.5719 0.5284 0.4595 0.3714 0.2819 0.1910 0.1066]
epoch=  399  step= 5200  Loss=1.4573  cls_acc=74.29  best_map=37.90
[0.5674 0.5233 0.4546 0.3704 0.2798 0.1895 0.1031]
epoch=  403  step= 5250  Loss=1.4288  cls_acc=73.81  best_map=37.90
[0.5695 0.5259 0.4576 0.3731 0.2834 0.1931 0.1061]
epoch=  407  step= 5300  Loss=1.4318  cls_acc=72.38  best_map=37.90
[0.5699 0.5285 0.4608 0.3752 0.2852 0.1916 0.1064]
epoch=  411  step= 5350  Loss=1.4204  cls_acc=74.29  best_map=37.90
[0.5653 0.5228 0.4553 0.3699 0.2829 0.1919 0.1059]
epoch=  415  step= 5400  Loss=1.4174  cls_acc=74.76  best_map=37.90
[0.5727 0.5279 0.4581 0.3721 0.2809 0.1899 0.1043]
epoch=  419  step= 5450  Loss=1.4782  cls_acc=71.90  best_map=37.90
[0.5499 0.5084 0.4483 0.3693 0.2819 0.1934 0.1081]
epoch=  423  step= 5500  Loss=1.4474  cls_acc=72.38  best_map=37.90
[0.5653 0.5209 0.4530 0.3635 0.2768 0.1863 0.1038]
epoch=  426  step= 5550  Loss=1.4682  cls_acc=74.76  best_map=37.90
[0.5631 0.5188 0.4531 0.3674 0.2833 0.1911 0.1063]
epoch=  430  step= 5600  Loss=1.4322  cls_acc=72.86  best_map=37.90
[0.5756 0.5301 0.4653 0.3740 0.2861 0.1950 0.1079]
epoch=  434  step= 5650  Loss=1.4769  cls_acc=72.38  best_map=37.90
[0.5648 0.5227 0.4534 0.3680 0.2820 0.1889 0.1042]
epoch=  438  step= 5700  Loss=1.4301  cls_acc=75.24  best_map=37.90
[0.5632 0.5201 0.4548 0.3722 0.2886 0.1989 0.1109]
epoch=  442  step= 5750  Loss=1.4080  cls_acc=74.76  best_map=37.90
[0.5727 0.5245 0.4585 0.3745 0.2853 0.1933 0.1089]
epoch=  446  step= 5800  Loss=1.3960  cls_acc=72.86  best_map=37.90
[0.5653 0.5249 0.4573 0.3738 0.2854 0.1966 0.1083]
epoch=  449  step= 5850  Loss=1.4174  cls_acc=73.81  best_map=37.90
[0.5588 0.5171 0.4532 0.3682 0.2791 0.1902 0.1039]
epoch=  453  step= 5900  Loss=1.4254  cls_acc=68.57  best_map=37.90
[0.5591 0.5170 0.4479 0.3666 0.2797 0.1873 0.1056]
epoch=  457  step= 5950  Loss=1.4543  cls_acc=74.29  best_map=37.90
[0.5550 0.5157 0.4460 0.3640 0.2775 0.1901 0.1055]
epoch=  461  step= 6000  Loss=1.4144  cls_acc=74.29  best_map=37.90
[0.5566 0.5144 0.4491 0.3673 0.2815 0.1900 0.1046]
epoch=  465  step= 6050  Loss=1.3891  cls_acc=71.43  best_map=37.90
[0.5611 0.5179 0.4526 0.3714 0.2836 0.1949 0.1070]
epoch=  469  step= 6100  Loss=1.3792  cls_acc=71.90  best_map=37.90
[0.5539 0.5138 0.4519 0.3707 0.2796 0.1898 0.1084]
epoch=  473  step= 6150  Loss=1.3890  cls_acc=74.29  best_map=37.90
[0.5638 0.5187 0.4483 0.3641 0.2786 0.1909 0.1073]
epoch=  476  step= 6200  Loss=1.6408  cls_acc=75.71  best_map=37.90
[0.6278 0.5780 0.5094 0.4230 0.3236 0.2290 0.1331]
epoch=  480  step= 6250  Loss=2.2829  cls_acc=76.67  best_map=40.34
[0.6461 0.5961 0.5183 0.4304 0.3333 0.2352 0.1311]
epoch=  484  step= 6300  Loss=2.0980  cls_acc=81.90  best_map=41.29
[0.6688 0.6126 0.5348 0.4447 0.3412 0.2370 0.1340]
epoch=  488  step= 6350  Loss=1.8823  cls_acc=84.29  best_map=42.47
[0.6740 0.6186 0.5387 0.4447 0.3418 0.2371 0.1384]
epoch=  492  step= 6400  Loss=1.7441  cls_acc=84.29  best_map=42.76
[0.6709 0.6149 0.5373 0.4384 0.3354 0.2343 0.1339]
epoch=  496  step= 6450  Loss=1.6857  cls_acc=85.24  best_map=42.76
[0.6695 0.6175 0.5305 0.4336 0.3311 0.2317 0.1294]
epoch=  499  step= 6500  Loss=1.6175  cls_acc=84.29  best_map=42.76
[0.6778 0.6199 0.5390 0.4406 0.3399 0.2355 0.1357]
epoch=  503  step= 6550  Loss=1.5628  cls_acc=86.19  best_map=42.76
[0.6711 0.6150 0.5358 0.4365 0.3360 0.2310 0.1316]
epoch=  507  step= 6600  Loss=1.5121  cls_acc=85.24  best_map=42.76
[0.6705 0.6164 0.5347 0.4363 0.3368 0.2321 0.1309]
epoch=  511  step= 6650  Loss=1.5159  cls_acc=85.24  best_map=42.76
[0.6737 0.6165 0.5396 0.4405 0.3368 0.2367 0.1347]
epoch=  515  step= 6700  Loss=1.4881  cls_acc=85.71  best_map=42.76
[0.6721 0.6159 0.5409 0.4432 0.3397 0.2352 0.1328]
epoch=  519  step= 6750  Loss=1.4468  cls_acc=85.24  best_map=42.76
[0.6709 0.6152 0.5375 0.4409 0.3423 0.2361 0.1366]
epoch=  523  step= 6800  Loss=1.4598  cls_acc=85.24  best_map=42.76
[0.6738 0.6195 0.5426 0.4442 0.3443 0.2375 0.1367]
epoch=  526  step= 6850  Loss=1.4901  cls_acc=85.24  best_map=42.84
[0.6760 0.6202 0.5414 0.4427 0.3422 0.2388 0.1346]
epoch=  530  step= 6900  Loss=1.4646  cls_acc=85.71  best_map=42.84
[0.6714 0.6153 0.5372 0.4408 0.3390 0.2369 0.1326]
epoch=  534  step= 6950  Loss=1.4891  cls_acc=85.71  best_map=42.84
[0.6755 0.6212 0.5424 0.4478 0.3453 0.2386 0.1360]
epoch=  538  step= 7000  Loss=1.4144  cls_acc=84.76  best_map=42.96
[0.6805 0.6237 0.5425 0.4423 0.3402 0.2344 0.1360]
epoch=  542  step= 7050  Loss=1.4003  cls_acc=85.71  best_map=42.96
[0.6739 0.6200 0.5425 0.4427 0.3411 0.2371 0.1376]
epoch=  546  step= 7100  Loss=1.4140  cls_acc=86.19  best_map=42.96
[0.6824 0.6256 0.5454 0.4498 0.3434 0.2376 0.1366]
epoch=  549  step= 7150  Loss=1.3951  cls_acc=86.67  best_map=43.15
[0.6764 0.6223 0.5404 0.4396 0.3334 0.2327 0.1299]
epoch=  553  step= 7200  Loss=1.3836  cls_acc=85.71  best_map=43.15
[0.6790 0.6229 0.5423 0.4403 0.3397 0.2367 0.1318]
epoch=  557  step= 7250  Loss=1.3838  cls_acc=84.76  best_map=43.15
[0.6857 0.6270 0.5465 0.4428 0.3408 0.2382 0.1352]
epoch=  561  step= 7300  Loss=1.3818  cls_acc=86.19  best_map=43.15
[0.6743 0.6224 0.5410 0.4445 0.3417 0.2360 0.1332]
epoch=  565  step= 7350  Loss=1.3372  cls_acc=85.71  best_map=43.15
[0.6819 0.6256 0.5480 0.4489 0.3444 0.2381 0.1376]
epoch=  569  step= 7400  Loss=1.3121  cls_acc=87.14  best_map=43.21
[0.6795 0.6242 0.5457 0.4425 0.3423 0.2368 0.1358]
epoch=  573  step= 7450  Loss=1.2933  cls_acc=86.67  best_map=43.21
[0.6775 0.6236 0.5419 0.4427 0.3409 0.2370 0.1353]
epoch=  576  step= 7500  Loss=1.2864  cls_acc=86.67  best_map=43.21
[0.6735 0.6183 0.5416 0.4398 0.3388 0.2327 0.1346]
epoch=  580  step= 7550  Loss=1.2822  cls_acc=85.24  best_map=43.21
[0.6816 0.6268 0.5412 0.4413 0.3428 0.2353 0.1313]
epoch=  584  step= 7600  Loss=1.3094  cls_acc=86.67  best_map=43.21
[0.6783 0.6234 0.5437 0.4415 0.3413 0.2316 0.1368]
epoch=  588  step= 7650  Loss=1.2771  cls_acc=85.24  best_map=43.21
[0.6782 0.6240 0.5423 0.4412 0.3415 0.2315 0.1341]
epoch=  592  step= 7700  Loss=1.2725  cls_acc=85.71  best_map=43.21
[0.6828 0.6282 0.5411 0.4402 0.3415 0.2359 0.1305]
epoch=  596  step= 7750  Loss=1.3233  cls_acc=86.19  best_map=43.21
[0.6786 0.6242 0.5417 0.4400 0.3413 0.2344 0.1324]
epoch=  599  step= 7800  Loss=1.3656  cls_acc=85.71  best_map=43.21
[0.6819 0.6271 0.5482 0.4429 0.3435 0.2317 0.1362]
epoch=  603  step= 7850  Loss=1.3778  cls_acc=85.24  best_map=43.21
[0.6763 0.6212 0.5352 0.4356 0.3351 0.2353 0.1334]
epoch=  607  step= 7900  Loss=1.2998  cls_acc=86.19  best_map=43.21
[0.6765 0.6222 0.5372 0.4348 0.3338 0.2310 0.1295]
epoch=  611  step= 7950  Loss=1.2914  cls_acc=85.71  best_map=43.21
[0.6787 0.6232 0.5453 0.4450 0.3435 0.2312 0.1338]
epoch=  615  step= 8000  Loss=1.2252  cls_acc=85.71  best_map=43.21
[0.6784 0.6224 0.5436 0.4443 0.3449 0.2341 0.1363]
epoch=  619  step= 8050  Loss=1.2645  cls_acc=85.24  best_map=43.21
[0.6784 0.6234 0.5446 0.4437 0.3415 0.2329 0.1334]
epoch=  623  step= 8100  Loss=1.2298  cls_acc=84.76  best_map=43.21
[0.6796 0.6255 0.5467 0.4465 0.3461 0.2349 0.1352]
epoch=  626  step= 8150  Loss=1.2386  cls_acc=84.76  best_map=43.21
[0.6765 0.6216 0.5443 0.4423 0.3423 0.2335 0.1336]
epoch=  630  step= 8200  Loss=1.2307  cls_acc=84.76  best_map=43.21
[0.6781 0.6222 0.5457 0.4398 0.3411 0.2350 0.1329]
epoch=  634  step= 8250  Loss=1.2488  cls_acc=85.24  best_map=43.21
[0.6799 0.6244 0.5396 0.4413 0.3366 0.2309 0.1332]
epoch=  638  step= 8300  Loss=1.2313  cls_acc=85.24  best_map=43.21
[0.6814 0.6262 0.5476 0.4442 0.3423 0.2340 0.1349]
epoch=  642  step= 8350  Loss=1.1966  cls_acc=84.76  best_map=43.21
[0.6795 0.6261 0.5418 0.4377 0.3388 0.2324 0.1314]
epoch=  646  step= 8400  Loss=1.1884  cls_acc=85.71  best_map=43.21
[0.6867 0.6322 0.5470 0.4437 0.3421 0.2341 0.1332]
epoch=  649  step= 8450  Loss=1.1766  cls_acc=87.14  best_map=43.21
[0.6812 0.6262 0.5489 0.4435 0.3400 0.2323 0.1338]
epoch=  653  step= 8500  Loss=1.1838  cls_acc=85.71  best_map=43.21
[0.6801 0.6252 0.5481 0.4445 0.3446 0.2355 0.1368]
epoch=  657  step= 8550  Loss=1.1663  cls_acc=85.71  best_map=43.21
[0.6869 0.6319 0.5485 0.4494 0.3443 0.2344 0.1342]
epoch=  661  step= 8600  Loss=1.1733  cls_acc=85.71  best_map=43.28
[0.6816 0.6299 0.5463 0.4450 0.3435 0.2315 0.1363]
epoch=  665  step= 8650  Loss=1.1532  cls_acc=85.24  best_map=43.28
[0.6830 0.6305 0.5474 0.4405 0.3396 0.2309 0.1340]
epoch=  669  step= 8700  Loss=1.1892  cls_acc=86.19  best_map=43.28
[0.6817 0.6270 0.5440 0.4427 0.3413 0.2316 0.1319]
epoch=  673  step= 8750  Loss=1.2711  cls_acc=85.71  best_map=43.28
[0.6804 0.6252 0.5463 0.4442 0.3429 0.2358 0.1364]
epoch=  676  step= 8800  Loss=1.3014  cls_acc=85.24  best_map=43.28
[0.6801 0.6253 0.5408 0.4415 0.3382 0.2335 0.1320]
epoch=  680  step= 8850  Loss=1.2362  cls_acc=85.24  best_map=43.28
[0.6801 0.6252 0.5463 0.4441 0.3430 0.2354 0.1353]
epoch=  684  step= 8900  Loss=1.1888  cls_acc=84.29  best_map=43.28
[0.6795 0.6249 0.5459 0.4420 0.3439 0.2344 0.1365]
epoch=  688  step= 8950  Loss=1.1861  cls_acc=84.76  best_map=43.28
[0.6822 0.6278 0.5469 0.4424 0.3386 0.2356 0.1329]
epoch=  692  step= 9000  Loss=1.3093  cls_acc=84.29  best_map=43.28
