[0.2411 0.2146 0.1909 0.1585 0.1220 0.0867 0.0484]
epoch=  119  step= 1550  Loss=1.2730  cls_acc=85.24  best_map=44.55
[0.6821 0.6345 0.5615 0.4683 0.3543 0.2433 0.1463]
epoch=  123  step= 1600  Loss=1.2364  cls_acc=84.76  best_map=44.55
[0.6877 0.6401 0.5669 0.4707 0.3591 0.2483 0.1465]
epoch=  126  step= 1650  Loss=1.2223  cls_acc=84.76  best_map=44.56
[0.6875 0.6415 0.5676 0.4728 0.3645 0.2516 0.1500]
epoch=  130  step= 1700  Loss=1.2076  cls_acc=86.67  best_map=44.79
[0.6807 0.6341 0.5621 0.4669 0.3554 0.2431 0.1482]
epoch=  134  step= 1750  Loss=1.1998  cls_acc=85.71  best_map=44.79
[0.6755 0.6297 0.5594 0.4643 0.3551 0.2422 0.1479]
epoch=  138  step= 1800  Loss=1.1677  cls_acc=83.81  best_map=44.79
[0.6792 0.6328 0.5609 0.4682 0.3602 0.2434 0.1483]
epoch=  142  step= 1850  Loss=1.1764  cls_acc=84.76  best_map=44.79
[0.6869 0.6392 0.5674 0.4716 0.3601 0.2492 0.1503]
epoch=  146  step= 1900  Loss=1.1430  cls_acc=85.71  best_map=44.79
[0.6866 0.6426 0.5674 0.4716 0.3628 0.2497 0.1503]
epoch=  149  step= 1950  Loss=1.1308  cls_acc=86.19  best_map=44.79
[0.6854 0.6421 0.5670 0.4702 0.3620 0.2480 0.1495]
epoch=  153  step= 2000  Loss=1.1231  cls_acc=85.71  best_map=44.79
[0.6867 0.6416 0.5656 0.4722 0.3612 0.2479 0.1485]
epoch=  157  step= 2050  Loss=1.1099  cls_acc=85.24  best_map=44.79
[0.6823 0.6355 0.5648 0.4716 0.3618 0.2486 0.1491]
epoch=  161  step= 2100  Loss=1.0895  cls_acc=84.29  best_map=44.79
[0.6793 0.6352 0.5619 0.4674 0.3584 0.2461 0.1470]
epoch=  165  step= 2150  Loss=1.0771  cls_acc=84.29  best_map=44.79
[0.6814 0.6370 0.5621 0.4699 0.3602 0.2468 0.1495]
epoch=  169  step= 2200  Loss=1.0717  cls_acc=85.24  best_map=44.79
[0.6775 0.6303 0.5606 0.4650 0.3568 0.2421 0.1434]
epoch=  173  step= 2250  Loss=1.0678  cls_acc=85.71  best_map=44.79
[0.6790 0.6313 0.5617 0.4659 0.3589 0.2453 0.1443]
epoch=  176  step= 2300  Loss=1.0448  cls_acc=84.29  best_map=44.79
[0.6851 0.6384 0.5604 0.4714 0.3611 0.2498 0.1524]
epoch=  180  step= 2350  Loss=1.0395  cls_acc=84.76  best_map=44.79
[0.6773 0.6362 0.5621 0.4640 0.3586 0.2451 0.1468]
epoch=  184  step= 2400  Loss=1.0442  cls_acc=84.76  best_map=44.79
[0.6849 0.6405 0.5666 0.4700 0.3625 0.2485 0.1514]
epoch=  188  step= 2450  Loss=1.0072  cls_acc=85.24  best_map=44.79
[0.6771 0.6324 0.5596 0.4659 0.3590 0.2453 0.1459]
epoch=  192  step= 2500  Loss=1.0064  cls_acc=83.81  best_map=44.79
[0.6845 0.6399 0.5641 0.4708 0.3623 0.2517 0.1534]
epoch=  196  step= 2550  Loss=1.0052  cls_acc=84.29  best_map=44.79
[0.6824 0.6403 0.5671 0.4703 0.3625 0.2474 0.1485]
epoch=  199  step= 2600  Loss=0.9856  cls_acc=84.76  best_map=44.79
[0.6817 0.6390 0.5666 0.4716 0.3612 0.2464 0.1504]
epoch=  203  step= 2650  Loss=0.9810  cls_acc=84.29  best_map=44.79
[0.6798 0.6373 0.5655 0.4708 0.3608 0.2478 0.1492]
epoch=  207  step= 2700  Loss=0.9606  cls_acc=84.29  best_map=44.79
[0.6748 0.6277 0.5589 0.4656 0.3512 0.2423 0.1396]
epoch=  211  step= 2750  Loss=0.9514  cls_acc=83.81  best_map=44.79
[0.6755 0.6339 0.5611 0.4665 0.3554 0.2480 0.1447]
epoch=  215  step= 2800  Loss=0.9685  cls_acc=84.29  best_map=44.79
[0.6759 0.6340 0.5611 0.4666 0.3563 0.2463 0.1441]
epoch=  219  step= 2850  Loss=0.9433  cls_acc=83.81  best_map=44.79
[0.6696 0.6275 0.5547 0.4595 0.3505 0.2398 0.1417]
epoch=  223  step= 2900  Loss=0.9146  cls_acc=84.29  best_map=44.79
[0.6739 0.6292 0.5584 0.4667 0.3508 0.2451 0.1398]
epoch=  226  step= 2950  Loss=0.9179  cls_acc=84.29  best_map=44.79
[0.6824 0.6374 0.5670 0.4694 0.3606 0.2513 0.1522]
epoch=  230  step= 3000  Loss=0.9074  cls_acc=84.29  best_map=44.79
[0.6773 0.6324 0.5651 0.4649 0.3565 0.2461 0.1417]
epoch=  234  step= 3050  Loss=0.9122  cls_acc=84.76  best_map=44.79
[0.6756 0.6314 0.5628 0.4670 0.3531 0.2449 0.1432]
epoch=  238  step= 3100  Loss=0.8900  cls_acc=84.76  best_map=44.79
[0.6766 0.6323 0.5646 0.4660 0.3543 0.2471 0.1421]
epoch=  242  step= 3150  Loss=0.8964  cls_acc=85.24  best_map=44.79
[0.6782 0.6337 0.5638 0.4664 0.3556 0.2466 0.1418]
epoch=  246  step= 3200  Loss=0.8951  cls_acc=84.76  best_map=44.79
[0.6811 0.6383 0.5645 0.4691 0.3601 0.2499 0.1485]
epoch=  249  step= 3250  Loss=0.8713  cls_acc=85.24  best_map=44.79
[0.6750 0.6295 0.5596 0.4634 0.3509 0.2432 0.1397]
epoch=  253  step= 3300  Loss=0.8631  cls_acc=84.29  best_map=44.79
[0.6731 0.6279 0.5606 0.4653 0.3500 0.2432 0.1395]
epoch=  257  step= 3350  Loss=0.8528  cls_acc=82.86  best_map=44.79
[0.6753 0.6292 0.5626 0.4654 0.3526 0.2443 0.1399]
epoch=  261  step= 3400  Loss=0.8490  cls_acc=84.29  best_map=44.79
[0.6762 0.6316 0.5608 0.4659 0.3544 0.2444 0.1409]
epoch=  265  step= 3450  Loss=0.8395  cls_acc=85.24  best_map=44.79
[0.6775 0.6326 0.5621 0.4655 0.3545 0.2466 0.1438]
epoch=  269  step= 3500  Loss=0.8572  cls_acc=84.29  best_map=44.79
[0.6787 0.6322 0.5612 0.4633 0.3518 0.2401 0.1336]
epoch=  273  step= 3550  Loss=0.8285  cls_acc=84.29  best_map=44.79
[0.6768 0.6328 0.5611 0.4671 0.3568 0.2491 0.1475]
epoch=  276  step= 3600  Loss=0.8276  cls_acc=84.76  best_map=44.79
[0.6729 0.6274 0.5595 0.4615 0.3506 0.2417 0.1379]
epoch=  280  step= 3650  Loss=0.8229  cls_acc=82.86  best_map=44.79
[0.6664 0.6210 0.5514 0.4601 0.3449 0.2376 0.1372]
epoch=  284  step= 3700  Loss=0.8041  cls_acc=83.81  best_map=44.79
[0.6766 0.6284 0.5587 0.4612 0.3522 0.2409 0.1370]
epoch=  288  step= 3750  Loss=0.8076  cls_acc=84.29  best_map=44.79
[0.6762 0.6313 0.5617 0.4675 0.3565 0.2466 0.1416]
epoch=  292  step= 3800  Loss=0.8044  cls_acc=83.81  best_map=44.79
[0.6743 0.6282 0.5602 0.4625 0.3530 0.2429 0.1363]
epoch=  296  step= 3850  Loss=0.7944  cls_acc=84.29  best_map=44.79
[0.6815 0.6354 0.5634 0.4682 0.3538 0.2474 0.1445]
epoch=  299  step= 3900  Loss=0.7860  cls_acc=84.29  best_map=44.79
[0.6766 0.6311 0.5599 0.4647 0.3542 0.2493 0.1465]
epoch=  303  step= 3950  Loss=0.7797  cls_acc=83.33  best_map=44.79
[0.6766 0.6311 0.5605 0.4636 0.3575 0.2441 0.1405]
epoch=  307  step= 4000  Loss=0.7746  cls_acc=84.29  best_map=44.79
[0.6748 0.6291 0.5586 0.4635 0.3549 0.2452 0.1415]
epoch=  311  step= 4050  Loss=0.7780  cls_acc=84.29  best_map=44.79
[0.6792 0.6345 0.5648 0.4683 0.3543 0.2465 0.1401]
epoch=  315  step= 4100  Loss=0.7624  cls_acc=83.81  best_map=44.79
[0.6807 0.6328 0.5630 0.4653 0.3567 0.2471 0.1419]
epoch=  319  step= 4150  Loss=0.7593  cls_acc=84.29  best_map=44.79
[0.6836 0.6378 0.5663 0.4698 0.3586 0.2514 0.1499]
epoch=  323  step= 4200  Loss=0.7530  cls_acc=83.81  best_map=44.79
[0.6699 0.6248 0.5550 0.4561 0.3467 0.2400 0.1390]
epoch=  326  step= 4250  Loss=0.7492  cls_acc=82.86  best_map=44.79
[0.6675 0.6221 0.5506 0.4547 0.3442 0.2357 0.1345]
epoch=  330  step= 4300  Loss=0.7299  cls_acc=82.86  best_map=44.79
[0.6742 0.6286 0.5608 0.4619 0.3555 0.2433 0.1380]
epoch=  334  step= 4350  Loss=0.7435  cls_acc=84.29  best_map=44.79
[0.6817 0.6345 0.5627 0.4671 0.3563 0.2495 0.1463]
epoch=  338  step= 4400  Loss=0.7152  cls_acc=83.81  best_map=44.79
[0.6604 0.6162 0.5486 0.4518 0.3446 0.2345 0.1330]
epoch=  342  step= 4450  Loss=0.7227  cls_acc=83.33  best_map=44.79
[0.6647 0.6195 0.5501 0.4542 0.3460 0.2352 0.1329]
epoch=  346  step= 4500  Loss=0.7305  cls_acc=83.33  best_map=44.79
[0.6777 0.6308 0.5615 0.4664 0.3554 0.2463 0.1438]
epoch=  349  step= 4550  Loss=0.7169  cls_acc=83.33  best_map=44.79
[0.6775 0.6311 0.5610 0.4651 0.3551 0.2457 0.1385]
epoch=  353  step= 4600  Loss=0.7119  cls_acc=83.33  best_map=44.79
[0.6670 0.6212 0.5497 0.4517 0.3463 0.2352 0.1325]
epoch=  357  step= 4650  Loss=0.7052  cls_acc=83.33  best_map=44.79
[0.6743 0.6278 0.5563 0.4593 0.3529 0.2406 0.1366]
epoch=  361  step= 4700  Loss=0.7067  cls_acc=82.38  best_map=44.79
[0.6793 0.6311 0.5610 0.4664 0.3561 0.2455 0.1435]
epoch=  365  step= 4750  Loss=0.6882  cls_acc=83.81  best_map=44.79
[0.6689 0.6229 0.5530 0.4557 0.3493 0.2365 0.1332]
epoch=  369  step= 4800  Loss=0.7035  cls_acc=83.33  best_map=44.79
[0.6535 0.6057 0.5351 0.4426 0.3360 0.2321 0.1286]
epoch=  373  step= 4850  Loss=0.6938  cls_acc=83.33  best_map=44.79
[0.6765 0.6299 0.5581 0.4651 0.3574 0.2453 0.1411]
epoch=  376  step= 4900  Loss=0.6832  cls_acc=82.86  best_map=44.79
[0.6617 0.6165 0.5429 0.4477 0.3399 0.2324 0.1319]
epoch=  380  step= 4950  Loss=0.6802  cls_acc=83.33  best_map=44.79
[0.6768 0.6293 0.5597 0.4651 0.3551 0.2473 0.1445]
epoch=  384  step= 5000  Loss=0.6780  cls_acc=82.86  best_map=44.79
[0.6699 0.6239 0.5526 0.4549 0.3468 0.2348 0.1361]
epoch=  388  step= 5050  Loss=0.6755  cls_acc=83.33  best_map=44.79
[0.6657 0.6180 0.5487 0.4520 0.3470 0.2379 0.1323]
epoch=  392  step= 5100  Loss=0.6636  cls_acc=82.38  best_map=44.79
[0.6722 0.6241 0.5546 0.4554 0.3516 0.2373 0.1349]
epoch=  396  step= 5150  Loss=0.6583  cls_acc=82.86  best_map=44.79
[0.6664 0.6194 0.5476 0.4509 0.3417 0.2314 0.1309]
epoch=  399  step= 5200  Loss=0.6557  cls_acc=84.29  best_map=44.79
[0.6704 0.6247 0.5533 0.4570 0.3509 0.2419 0.1358]
epoch=  403  step= 5250  Loss=0.6581  cls_acc=82.38  best_map=44.79
[0.6738 0.6276 0.5558 0.4566 0.3492 0.2386 0.1356]
epoch=  407  step= 5300  Loss=0.6486  cls_acc=84.29  best_map=44.79
[0.6653 0.6188 0.5445 0.4473 0.3420 0.2304 0.1297]
epoch=  411  step= 5350  Loss=0.6525  cls_acc=84.76  best_map=44.79
[0.6755 0.6267 0.5561 0.4594 0.3551 0.2422 0.1367]
epoch=  415  step= 5400  Loss=0.6424  cls_acc=83.33  best_map=44.79
[0.6606 0.6147 0.5409 0.4483 0.3415 0.2323 0.1320]
epoch=  419  step= 5450  Loss=0.6502  cls_acc=83.81  best_map=44.79
[0.6750 0.6276 0.5590 0.4604 0.3527 0.2441 0.1399]
epoch=  423  step= 5500  Loss=0.6356  cls_acc=83.81  best_map=44.79
[0.6688 0.6224 0.5497 0.4532 0.3452 0.2356 0.1301]
epoch=  426  step= 5550  Loss=0.6316  cls_acc=83.33  best_map=44.79
[0.6708 0.6218 0.5500 0.4553 0.3479 0.2369 0.1340]
epoch=  430  step= 5600  Loss=0.6168  cls_acc=83.33  best_map=44.79
[0.6631 0.6167 0.5437 0.4516 0.3458 0.2315 0.1355]
epoch=  434  step= 5650  Loss=0.6278  cls_acc=83.33  best_map=44.79
[0.6668 0.6205 0.5493 0.4522 0.3472 0.2319 0.1306]
epoch=  438  step= 5700  Loss=0.6441  cls_acc=83.33  best_map=44.79
[0.6748 0.6286 0.5539 0.4570 0.3475 0.2347 0.1326]
epoch=  442  step= 5750  Loss=0.6140  cls_acc=83.81  best_map=44.79
[0.6695 0.6201 0.5502 0.4540 0.3470 0.2374 0.1333]
epoch=  446  step= 5800  Loss=0.6137  cls_acc=83.33  best_map=44.79
[0.6606 0.6142 0.5403 0.4484 0.3390 0.2288 0.1298]
epoch=  449  step= 5850  Loss=0.6096  cls_acc=83.81  best_map=44.79
[0.6744 0.6256 0.5527 0.4559 0.3501 0.2389 0.1331]
epoch=  453  step= 5900  Loss=0.6017  cls_acc=83.81  best_map=44.79
[0.6590 0.6127 0.5396 0.4452 0.3388 0.2282 0.1281]
epoch=  457  step= 5950  Loss=0.6029  cls_acc=83.33  best_map=44.79
[0.6555 0.6083 0.5352 0.4394 0.3324 0.2246 0.1243]
epoch=  461  step= 6000  Loss=0.5967  cls_acc=83.33  best_map=44.79
[0.6545 0.6085 0.5332 0.4392 0.3328 0.2251 0.1211]
epoch=  465  step= 6050  Loss=0.6018  cls_acc=84.29  best_map=44.79
[0.6775 0.6296 0.5584 0.4620 0.3527 0.2454 0.1441]
epoch=  469  step= 6100  Loss=0.5993  cls_acc=83.81  best_map=44.79
[0.6573 0.6086 0.5360 0.4435 0.3392 0.2283 0.1288]
epoch=  473  step= 6150  Loss=0.5958  cls_acc=82.38  best_map=44.79
[0.6680 0.6204 0.5470 0.4532 0.3458 0.2345 0.1346]
epoch=  476  step= 6200  Loss=0.5962  cls_acc=82.38  best_map=44.79
[0.6601 0.6105 0.5388 0.4460 0.3409 0.2293 0.1310]
epoch=  480  step= 6250  Loss=0.5811  cls_acc=82.86  best_map=44.79
[0.6712 0.6217 0.5507 0.4514 0.3469 0.2330 0.1306]
epoch=  484  step= 6300  Loss=0.5921  cls_acc=83.81  best_map=44.79
[0.6591 0.6127 0.5419 0.4463 0.3395 0.2295 0.1284]
epoch=  488  step= 6350  Loss=0.5753  cls_acc=83.33  best_map=44.79
[0.6511 0.6047 0.5323 0.4363 0.3302 0.2209 0.1272]
epoch=  492  step= 6400  Loss=0.5688  cls_acc=80.00  best_map=44.79
[0.6671 0.6177 0.5466 0.4504 0.3437 0.2317 0.1319]
epoch=  496  step= 6450  Loss=0.5817  cls_acc=83.33  best_map=44.79
[0.6582 0.6105 0.5356 0.4424 0.3367 0.2255 0.1276]
epoch=  499  step= 6500  Loss=0.5745  cls_acc=83.81  best_map=44.79
[0.6599 0.6146 0.5396 0.4445 0.3377 0.2279 0.1275]
epoch=  503  step= 6550  Loss=0.5648  cls_acc=83.33  best_map=44.79
[0.6680 0.6200 0.5434 0.4450 0.3415 0.2288 0.1303]
epoch=  507  step= 6600  Loss=0.5581  cls_acc=83.81  best_map=44.79
[0.6591 0.6115 0.5408 0.4462 0.3416 0.2325 0.1275]
epoch=  511  step= 6650  Loss=0.5637  cls_acc=82.38  best_map=44.79
[0.6663 0.6183 0.5462 0.4489 0.3443 0.2315 0.1319]
epoch=  515  step= 6700  Loss=0.5673  cls_acc=81.90  best_map=44.79
[0.6677 0.6188 0.5459 0.4496 0.3450 0.2346 0.1309]
epoch=  519  step= 6750  Loss=0.5538  cls_acc=82.38  best_map=44.79
[0.6593 0.6113 0.5382 0.4429 0.3406 0.2247 0.1269]
epoch=  523  step= 6800  Loss=0.5542  cls_acc=82.38  best_map=44.79
[0.6616 0.6137 0.5405 0.4461 0.3409 0.2307 0.1294]
epoch=  526  step= 6850  Loss=0.5502  cls_acc=83.81  best_map=44.79
[0.6547 0.6095 0.5344 0.4426 0.3380 0.2260 0.1259]
epoch=  530  step= 6900  Loss=0.5528  cls_acc=81.90  best_map=44.79
[0.6670 0.6181 0.5454 0.4476 0.3417 0.2296 0.1319]
epoch=  534  step= 6950  Loss=0.5571  cls_acc=82.38  best_map=44.79
[0.6737 0.6269 0.5548 0.4599 0.3498 0.2451 0.1369]
epoch=  538  step= 7000  Loss=0.5439  cls_acc=83.33  best_map=44.79
[0.6656 0.6184 0.5461 0.4506 0.3440 0.2299 0.1295]
epoch=  542  step= 7050  Loss=0.5470  cls_acc=82.38  best_map=44.79
[0.6700 0.6217 0.5506 0.4552 0.3477 0.2406 0.1336]
epoch=  546  step= 7100  Loss=0.5457  cls_acc=82.38  best_map=44.79
[0.6733 0.6235 0.5517 0.4571 0.3470 0.2385 0.1327]
epoch=  549  step= 7150  Loss=0.5471  cls_acc=82.86  best_map=44.79
[0.6611 0.6177 0.5379 0.4502 0.3397 0.2294 0.1249]
epoch=  553  step= 7200  Loss=0.5372  cls_acc=83.33  best_map=44.79
[0.6602 0.6140 0.5384 0.4400 0.3389 0.2264 0.1270]
epoch=  557  step= 7250  Loss=0.5379  cls_acc=82.86  best_map=44.79
[0.6581 0.6109 0.5342 0.4413 0.3357 0.2248 0.1248]
epoch=  561  step= 7300  Loss=0.5312  cls_acc=82.86  best_map=44.79
[0.6622 0.6157 0.5420 0.4468 0.3432 0.2300 0.1266]
epoch=  565  step= 7350  Loss=0.5371  cls_acc=81.90  best_map=44.79
[0.6663 0.6192 0.5460 0.4475 0.3434 0.2278 0.1321]
epoch=  569  step= 7400  Loss=0.5165  cls_acc=82.38  best_map=44.79
[0.6534 0.6064 0.5304 0.4383 0.3331 0.2210 0.1218]
epoch=  573  step= 7450  Loss=0.5257  cls_acc=82.38  best_map=44.79
[0.6609 0.6134 0.5403 0.4435 0.3376 0.2234 0.1272]
epoch=  576  step= 7500  Loss=0.5308  cls_acc=82.38  best_map=44.79
[0.6635 0.6173 0.5425 0.4467 0.3416 0.2264 0.1270]
epoch=  580  step= 7550  Loss=0.5123  cls_acc=83.33  best_map=44.79
[0.6574 0.6106 0.5316 0.4415 0.3348 0.2226 0.1211]
epoch=  584  step= 7600  Loss=0.5204  cls_acc=82.38  best_map=44.79
[0.6607 0.6118 0.5374 0.4410 0.3355 0.2247 0.1259]
epoch=  588  step= 7650  Loss=0.5133  cls_acc=82.86  best_map=44.79
[0.6597 0.6134 0.5380 0.4468 0.3419 0.2294 0.1273]
epoch=  592  step= 7700  Loss=0.5178  cls_acc=83.33  best_map=44.79
[0.6590 0.6116 0.5355 0.4417 0.3377 0.2251 0.1236]
epoch=  596  step= 7750  Loss=0.5114  cls_acc=82.86  best_map=44.79
[0.6542 0.6058 0.5289 0.4378 0.3340 0.2229 0.1223]
epoch=  599  step= 7800  Loss=0.4991  cls_acc=81.90  best_map=44.79
[0.6663 0.6196 0.5458 0.4459 0.3404 0.2285 0.1277]
epoch=  603  step= 7850  Loss=0.5033  cls_acc=83.81  best_map=44.79
[0.6648 0.6168 0.5451 0.4463 0.3395 0.2281 0.1295]
epoch=  607  step= 7900  Loss=0.5037  cls_acc=81.90  best_map=44.79
[0.6592 0.6123 0.5388 0.4421 0.3378 0.2228 0.1228]
epoch=  611  step= 7950  Loss=0.4972  cls_acc=83.33  best_map=44.79
[0.6591 0.6112 0.5343 0.4428 0.3377 0.2258 0.1224]
epoch=  615  step= 8000  Loss=0.4872  cls_acc=82.38  best_map=44.79
[0.6697 0.6205 0.5486 0.4513 0.3446 0.2300 0.1304]
epoch=  619  step= 8050  Loss=0.4995  cls_acc=82.86  best_map=44.79
[0.6560 0.6095 0.5391 0.4457 0.3376 0.2295 0.1285]
epoch=  623  step= 8100  Loss=0.5078  cls_acc=82.38  best_map=44.79
[0.6536 0.6057 0.5268 0.4332 0.3255 0.2170 0.1148]
epoch=  626  step= 8150  Loss=0.4953  cls_acc=83.33  best_map=44.79
[0.6626 0.6164 0.5427 0.4464 0.3415 0.2279 0.1255]
epoch=  630  step= 8200  Loss=0.5067  cls_acc=80.95  best_map=44.79
[0.6622 0.6144 0.5423 0.4443 0.3424 0.2287 0.1279]
epoch=  634  step= 8250  Loss=0.4919  cls_acc=81.90  best_map=44.79
[0.6644 0.6160 0.5422 0.4454 0.3423 0.2249 0.1250]
epoch=  638  step= 8300  Loss=0.4981  cls_acc=82.38  best_map=44.79
[0.6578 0.6100 0.5336 0.4383 0.3345 0.2236 0.1248]
epoch=  642  step= 8350  Loss=0.4740  cls_acc=81.90  best_map=44.79
[0.6630 0.6152 0.5421 0.4461 0.3405 0.2259 0.1288]
epoch=  646  step= 8400  Loss=0.4871  cls_acc=82.86  best_map=44.79
[0.6634 0.6156 0.5427 0.4474 0.3418 0.2292 0.1293]
epoch=  649  step= 8450  Loss=0.4817  cls_acc=81.90  best_map=44.79
[0.6603 0.6107 0.5321 0.4408 0.3306 0.2196 0.1181]
epoch=  653  step= 8500  Loss=0.4955  cls_acc=82.38  best_map=44.79
