Using device: cuda
[0.3061 0.2787 0.2471 0.2126 0.1636 0.1166 0.0676]
[0.6838 0.6342 0.5582 0.4735 0.3731 0.2678 0.1606]
epoch=  157  step= 2050  Loss=0.9332  cls_acc=86.19  best_map=45.03
[0.6759 0.6292 0.5550 0.4710 0.3704 0.2650 0.1617]
epoch=  161  step= 2100  Loss=0.9108  cls_acc=86.67  best_map=45.03
[0.6818 0.6347 0.5585 0.4706 0.3742 0.2662 0.1591]
epoch=  165  step= 2150  Loss=0.9055  cls_acc=87.14  best_map=45.03
[0.6883 0.6349 0.5581 0.4726 0.3731 0.2674 0.1596]
epoch=  169  step= 2200  Loss=0.8939  cls_acc=86.19  best_map=45.06
[0.6788 0.6308 0.5580 0.4718 0.3693 0.2648 0.1550]
epoch=  173  step= 2250  Loss=0.8949  cls_acc=86.67  best_map=45.06
[0.6792 0.6321 0.5583 0.4707 0.3704 0.2660 0.1574]
epoch=  176  step= 2300  Loss=0.8759  cls_acc=86.67  best_map=45.06
[0.6833 0.6350 0.5587 0.4712 0.3710 0.2638 0.1592]
epoch=  180  step= 2350  Loss=0.8711  cls_acc=86.19  best_map=45.06
[0.6737 0.6267 0.5528 0.4712 0.3635 0.2608 0.1527]
epoch=  184  step= 2400  Loss=0.8687  cls_acc=86.19  best_map=45.06
[0.6828 0.6351 0.5604 0.4740 0.3731 0.2691 0.1596]
epoch=  188  step= 2450  Loss=0.8442  cls_acc=86.67  best_map=45.06
[0.6751 0.6285 0.5550 0.4689 0.3625 0.2567 0.1508]
epoch=  192  step= 2500  Loss=0.8395  cls_acc=87.14  best_map=45.06
[0.6822 0.6329 0.5564 0.4700 0.3698 0.2631 0.1583]
epoch=  196  step= 2550  Loss=0.8410  cls_acc=86.67  best_map=45.06
[0.6804 0.6314 0.5584 0.4696 0.3681 0.2625 0.1570]
epoch=  199  step= 2600  Loss=0.8221  cls_acc=86.19  best_map=45.06
[0.6722 0.6257 0.5530 0.4681 0.3610 0.2565 0.1501]
epoch=  203  step= 2650  Loss=0.8232  cls_acc=86.67  best_map=45.06
[0.6763 0.6314 0.5563 0.4697 0.3655 0.2591 0.1546]
epoch=  207  step= 2700  Loss=0.8011  cls_acc=87.14  best_map=45.06
[0.6725 0.6276 0.5522 0.4670 0.3648 0.2592 0.1526]
epoch=  211  step= 2750  Loss=0.7922  cls_acc=85.71  best_map=45.06
[0.6848 0.6373 0.5645 0.4736 0.3709 0.2669 0.1590]
epoch=  215  step= 2800  Loss=0.7981  cls_acc=86.67  best_map=45.10
[0.6824 0.6362 0.5616 0.4711 0.3674 0.2653 0.1560]
epoch=  219  step= 2850  Loss=0.7859  cls_acc=86.67  best_map=45.10
[0.6856 0.6352 0.5584 0.4709 0.3731 0.2650 0.1582]
epoch=  223  step= 2900  Loss=0.7715  cls_acc=86.19  best_map=45.10
[0.6755 0.6292 0.5529 0.4657 0.3586 0.2551 0.1478]
epoch=  226  step= 2950  Loss=0.7706  cls_acc=86.67  best_map=45.10
[0.6800 0.6318 0.5545 0.4684 0.3677 0.2612 0.1588]
epoch=  230  step= 3000  Loss=0.7551  cls_acc=85.71  best_map=45.10
[0.6735 0.6267 0.5524 0.4684 0.3594 0.2567 0.1496]
epoch=  234  step= 3050  Loss=0.7582  cls_acc=87.14  best_map=45.10
[0.6801 0.6332 0.5562 0.4685 0.3651 0.2597 0.1518]
epoch=  238  step= 3100  Loss=0.7424  cls_acc=87.14  best_map=45.10
[0.6682 0.6219 0.5475 0.4627 0.3561 0.2547 0.1488]
epoch=  242  step= 3150  Loss=0.7392  cls_acc=85.71  best_map=45.10
[0.6697 0.6252 0.5502 0.4620 0.3577 0.2560 0.1486]
epoch=  246  step= 3200  Loss=0.7397  cls_acc=86.19  best_map=45.10
[0.6782 0.6307 0.5571 0.4665 0.3668 0.2648 0.1531]
epoch=  249  step= 3250  Loss=0.7342  cls_acc=86.19  best_map=45.10
[0.6797 0.6337 0.5564 0.4666 0.3659 0.2628 0.1537]
epoch=  253  step= 3300  Loss=0.7276  cls_acc=86.67  best_map=45.10
[0.6777 0.6312 0.5512 0.4647 0.3607 0.2594 0.1480]
epoch=  257  step= 3350  Loss=0.7147  cls_acc=85.71  best_map=45.10
[0.6731 0.6243 0.5505 0.4649 0.3576 0.2537 0.1478]
epoch=  261  step= 3400  Loss=0.7120  cls_acc=87.14  best_map=45.10
[0.6739 0.6284 0.5520 0.4640 0.3619 0.2593 0.1502]
epoch=  265  step= 3450  Loss=0.6966  cls_acc=86.19  best_map=45.10
[0.6767 0.6311 0.5521 0.4661 0.3643 0.2595 0.1541]
epoch=  269  step= 3500  Loss=0.7073  cls_acc=86.67  best_map=45.10
[0.6820 0.6349 0.5561 0.4673 0.3657 0.2600 0.1536]
epoch=  273  step= 3550  Loss=0.6856  cls_acc=86.19  best_map=45.10
[0.6774 0.6313 0.5547 0.4640 0.3612 0.2596 0.1508]
epoch=  276  step= 3600  Loss=0.6972  cls_acc=86.19  best_map=45.10
[0.6790 0.6347 0.5590 0.4677 0.3630 0.2586 0.1515]
epoch=  280  step= 3650  Loss=0.6835  cls_acc=86.67  best_map=45.10
[0.6750 0.6292 0.5545 0.4613 0.3558 0.2552 0.1517]
epoch=  284  step= 3700  Loss=0.6678  cls_acc=85.71  best_map=45.10
[0.6669 0.6227 0.5469 0.4598 0.3548 0.2545 0.1459]
epoch=  288  step= 3750  Loss=0.6781  cls_acc=86.19  best_map=45.10
[0.6769 0.6311 0.5570 0.4651 0.3598 0.2552 0.1495]
epoch=  292  step= 3800  Loss=0.6656  cls_acc=87.14  best_map=45.10
[0.6634 0.6168 0.5451 0.4597 0.3511 0.2499 0.1438]
epoch=  296  step= 3850  Loss=0.6609  cls_acc=86.19  best_map=45.10
[0.6694 0.6253 0.5508 0.4606 0.3553 0.2577 0.1502]
epoch=  299  step= 3900  Loss=0.6539  cls_acc=85.71  best_map=45.10
[0.6768 0.6300 0.5555 0.4644 0.3609 0.2590 0.1488]
epoch=  303  step= 3950  Loss=0.6557  cls_acc=86.67  best_map=45.10
[0.6815 0.6359 0.5609 0.4679 0.3618 0.2562 0.1508]
epoch=  307  step= 4000  Loss=0.6443  cls_acc=88.10  best_map=45.10
[0.6685 0.6224 0.5486 0.4594 0.3538 0.2533 0.1435]
epoch=  311  step= 4050  Loss=0.6423  cls_acc=86.19  best_map=45.10
[0.6715 0.6232 0.5508 0.4587 0.3560 0.2545 0.1463]
epoch=  315  step= 4100  Loss=0.6367  cls_acc=85.71  best_map=45.10
[0.6783 0.6314 0.5551 0.4628 0.3598 0.2561 0.1503]
epoch=  319  step= 4150  Loss=0.6280  cls_acc=86.19  best_map=45.10
[0.6763 0.6318 0.5541 0.4637 0.3575 0.2564 0.1488]
epoch=  323  step= 4200  Loss=0.6278  cls_acc=86.67  best_map=45.10
[0.6785 0.6317 0.5534 0.4644 0.3594 0.2564 0.1476]
epoch=  326  step= 4250  Loss=0.6226  cls_acc=86.67  best_map=45.10
[0.6712 0.6254 0.5517 0.4605 0.3586 0.2592 0.1485]
epoch=  330  step= 4300  Loss=0.6120  cls_acc=85.71  best_map=45.10
[0.6750 0.6301 0.5577 0.4626 0.3581 0.2583 0.1487]
epoch=  334  step= 4350  Loss=0.6164  cls_acc=85.71  best_map=45.10
[0.6843 0.6356 0.5611 0.4721 0.3682 0.2659 0.1535]
epoch=  338  step= 4400  Loss=0.5987  cls_acc=87.14  best_map=45.10
[0.6653 0.6195 0.5448 0.4599 0.3530 0.2523 0.1466]
epoch=  342  step= 4450  Loss=0.6046  cls_acc=86.67  best_map=45.10
[0.6652 0.6192 0.5417 0.4594 0.3505 0.2481 0.1432]
epoch=  346  step= 4500  Loss=0.5988  cls_acc=85.24  best_map=45.10
[0.6784 0.6324 0.5582 0.4635 0.3614 0.2586 0.1484]
epoch=  349  step= 4550  Loss=0.5999  cls_acc=88.10  best_map=45.10
[0.6647 0.6184 0.5424 0.4578 0.3487 0.2478 0.1421]
epoch=  353  step= 4600  Loss=0.5927  cls_acc=86.19  best_map=45.10
[0.6590 0.6137 0.5403 0.4568 0.3482 0.2471 0.1389]
epoch=  357  step= 4650  Loss=0.5842  cls_acc=86.19  best_map=45.10
[0.6684 0.6199 0.5459 0.4587 0.3496 0.2515 0.1454]
epoch=  361  step= 4700  Loss=0.5814  cls_acc=85.24  best_map=45.10
[0.6745 0.6278 0.5549 0.4621 0.3589 0.2561 0.1470]
epoch=  365  step= 4750  Loss=0.5725  cls_acc=85.24  best_map=45.10
[0.6662 0.6207 0.5481 0.4562 0.3552 0.2539 0.1461]
epoch=  369  step= 4800  Loss=0.5790  cls_acc=85.71  best_map=45.10
[0.6611 0.6140 0.5409 0.4580 0.3498 0.2479 0.1419]
epoch=  373  step= 4850  Loss=0.5714  cls_acc=85.71  best_map=45.10
[0.6712 0.6254 0.5504 0.4595 0.3529 0.2515 0.1432]
epoch=  376  step= 4900  Loss=0.5700  cls_acc=85.24  best_map=45.10
[0.6615 0.6149 0.5393 0.4578 0.3433 0.2448 0.1368]
epoch=  380  step= 4950  Loss=0.5668  cls_acc=85.71  best_map=45.10
[0.6762 0.6316 0.5567 0.4611 0.3611 0.2561 0.1455]
epoch=  384  step= 5000  Loss=0.5555  cls_acc=85.71  best_map=45.10
[0.6699 0.6239 0.5453 0.4609 0.3507 0.2503 0.1450]
epoch=  388  step= 5050  Loss=0.5543  cls_acc=87.14  best_map=45.10
[0.6715 0.6260 0.5526 0.4590 0.3584 0.2552 0.1451]
epoch=  392  step= 5100  Loss=0.5540  cls_acc=86.67  best_map=45.10
[0.6703 0.6235 0.5491 0.4586 0.3522 0.2514 0.1408]
epoch=  396  step= 5150  Loss=0.5496  cls_acc=87.14  best_map=45.10
[0.6596 0.6114 0.5390 0.4532 0.3452 0.2459 0.1392]
epoch=  399  step= 5200  Loss=0.5447  cls_acc=86.67  best_map=45.10
[0.6682 0.6208 0.5461 0.4588 0.3540 0.2527 0.1424]
epoch=  403  step= 5250  Loss=0.5502  cls_acc=86.19  best_map=45.10
[0.6680 0.6208 0.5470 0.4572 0.3542 0.2538 0.1442]
epoch=  407  step= 5300  Loss=0.5341  cls_acc=85.71  best_map=45.10
[0.6696 0.6207 0.5451 0.4552 0.3472 0.2469 0.1406]
epoch=  411  step= 5350  Loss=0.5446  cls_acc=87.14  best_map=45.10
[0.6632 0.6191 0.5426 0.4558 0.3547 0.2512 0.1421]
epoch=  415  step= 5400  Loss=0.5344  cls_acc=86.19  best_map=45.10
[0.6574 0.6115 0.5353 0.4517 0.3450 0.2456 0.1358]
epoch=  419  step= 5450  Loss=0.5350  cls_acc=86.67  best_map=45.10
[0.6841 0.6380 0.5624 0.4734 0.3667 0.2599 0.1462]
epoch=  423  step= 5500  Loss=0.5226  cls_acc=86.67  best_map=45.10
[0.6628 0.6144 0.5424 0.4542 0.3448 0.2444 0.1409]
epoch=  426  step= 5550  Loss=0.5246  cls_acc=86.67  best_map=45.10
[0.6647 0.6170 0.5408 0.4557 0.3511 0.2472 0.1382]
epoch=  430  step= 5600  Loss=0.5243  cls_acc=85.71  best_map=45.10
[0.6688 0.6210 0.5446 0.4557 0.3496 0.2476 0.1423]
epoch=  434  step= 5650  Loss=0.5198  cls_acc=86.19  best_map=45.10
[0.6460 0.6005 0.5250 0.4438 0.3401 0.2405 0.1312]
epoch=  438  step= 5700  Loss=0.5235  cls_acc=85.71  best_map=45.10
