Using device: cuda
[0.3190 0.2880 0.2541 0.2156 0.1663 0.1200 0.0675]
epoch=   88  step= 1150  Loss=1.1960  cls_acc=86.67  best_map=44.86
[0.6758 0.6250 0.5523 0.4674 0.3757 0.2665 0.1589]
epoch=   92  step= 1200  Loss=1.1925  cls_acc=88.57  best_map=44.86
[0.6783 0.6287 0.5573 0.4737 0.3748 0.2638 0.1584]
epoch=   96  step= 1250  Loss=1.1668  cls_acc=87.14  best_map=44.86
[0.6782 0.6299 0.5581 0.4751 0.3781 0.2675 0.1562]
epoch=   99  step= 1300  Loss=1.1505  cls_acc=87.14  best_map=44.90
[0.6758 0.6241 0.5498 0.4655 0.3738 0.2639 0.1573]
epoch=  103  step= 1350  Loss=1.1408  cls_acc=87.62  best_map=44.90
[0.6771 0.6265 0.5535 0.4706 0.3766 0.2671 0.1604]
epoch=  107  step= 1400  Loss=1.1087  cls_acc=86.67  best_map=44.90
[0.6787 0.6291 0.5559 0.4713 0.3774 0.2639 0.1575]
epoch=  111  step= 1450  Loss=1.1034  cls_acc=86.67  best_map=44.90
[0.6746 0.6254 0.5551 0.4712 0.3690 0.2593 0.1514]
epoch=  115  step= 1500  Loss=1.0835  cls_acc=87.14  best_map=44.90
[0.6790 0.6304 0.5552 0.4738 0.3777 0.2679 0.1593]
epoch=  119  step= 1550  Loss=1.0851  cls_acc=86.67  best_map=44.90
[0.6738 0.6253 0.5532 0.4712 0.3736 0.2641 0.1559]
epoch=  123  step= 1600  Loss=1.0559  cls_acc=86.67  best_map=44.90
[0.6778 0.6279 0.5547 0.4716 0.3724 0.2634 0.1562]
epoch=  126  step= 1650  Loss=1.0460  cls_acc=86.67  best_map=44.90
[0.6808 0.6310 0.5561 0.4728 0.3766 0.2681 0.1584]
epoch=  130  step= 1700  Loss=1.0343  cls_acc=87.14  best_map=44.91
[0.6768 0.6294 0.5556 0.4731 0.3715 0.2632 0.1550]
epoch=  134  step= 1750  Loss=1.0219  cls_acc=86.67  best_map=44.91
[0.6763 0.6280 0.5552 0.4730 0.3750 0.2633 0.1566]
epoch=  138  step= 1800  Loss=1.0038  cls_acc=87.14  best_map=44.91
[0.6718 0.6213 0.5532 0.4701 0.3659 0.2599 0.1502]
epoch=  142  step= 1850  Loss=1.0133  cls_acc=87.62  best_map=44.91
[0.6745 0.6248 0.5528 0.4697 0.3716 0.2642 0.1557]
epoch=  146  step= 1900  Loss=0.9871  cls_acc=85.71  best_map=44.91
[0.6840 0.6349 0.5573 0.4753 0.3762 0.2718 0.1574]
epoch=  149  step= 1950  Loss=0.9713  cls_acc=87.14  best_map=45.10
[0.6818 0.6327 0.5584 0.4731 0.3754 0.2701 0.1562]
epoch=  153  step= 2000  Loss=0.9646  cls_acc=87.14  best_map=45.10
[0.6829 0.6334 0.5577 0.4752 0.3743 0.2681 0.1582]
epoch=  157  step= 2050  Loss=0.9607  cls_acc=86.19  best_map=45.10
[0.6783 0.6304 0.5561 0.4734 0.3732 0.2673 0.1580]
epoch=  161  step= 2100  Loss=0.9387  cls_acc=87.14  best_map=45.10
[0.6821 0.6320 0.5556 0.4733 0.3728 0.2666 0.1582]
epoch=  165  step= 2150  Loss=0.9315  cls_acc=87.14  best_map=45.10



[0.6949 0.6424 0.5612 0.4774 0.3774 0.2708 0.1615]
epoch=  169  step= 2200  Loss=0.9214  cls_acc=87.62  best_map=45.51
[0.6798 0.6317 0.5591 0.4713 0.3724 0.2649 0.1566]
epoch=  173  step= 2250  Loss=0.9270  cls_acc=86.67  best_map=45.51
[0.6802 0.6312 0.5552 0.4733 0.3726 0.2656 0.1581]
epoch=  176  step= 2300  Loss=0.9044  cls_acc=86.19  best_map=45.51
[0.6893 0.6385 0.5628 0.4758 0.3768 0.2678 0.1567]
epoch=  180  step= 2350  Loss=0.9006  cls_acc=87.62  best_map=45.51
[0.6758 0.6225 0.5519 0.4705 0.3651 0.2584 0.1503]
epoch=  184  step= 2400  Loss=0.8970  cls_acc=86.67  best_map=45.51
[0.6874 0.6383 0.5620 0.4777 0.3763 0.2676 0.1607]
epoch=  188  step= 2450  Loss=0.8744  cls_acc=86.67  best_map=45.51
[0.6769 0.6276 0.5544 0.4719 0.3676 0.2621 0.1513]
epoch=  192  step= 2500  Loss=0.8689  cls_acc=87.14  best_map=45.51
[0.6874 0.6356 0.5615 0.4734 0.3757 0.2683 0.1607]
epoch=  196  step= 2550  Loss=0.8701  cls_acc=86.67  best_map=45.51
[0.6846 0.6356 0.5593 0.4764 0.3740 0.2647 0.1597]
epoch=  199  step= 2600  Loss=0.8526  cls_acc=86.67  best_map=45.51
[0.6749 0.6271 0.5537 0.4708 0.3621 0.2599 0.1516]
epoch=  203  step= 2650  Loss=0.8510  cls_acc=86.67  best_map=45.51
[0.6801 0.6294 0.5567 0.4711 0.3683 0.2629 0.1522]
epoch=  207  step= 2700  Loss=0.8321  cls_acc=87.14  best_map=45.51
[0.6748 0.6257 0.5526 0.4684 0.3650 0.2619 0.1497]
epoch=  211  step= 2750  Loss=0.8220  cls_acc=85.24  best_map=45.51
[0.6875 0.6376 0.5639 0.4759 0.3750 0.2678 0.1573]
epoch=  215  step= 2800  Loss=0.8313  cls_acc=86.67  best_map=45.51
[0.6830 0.6339 0.5608 0.4728 0.3725 0.2657 0.1580]
epoch=  219  step= 2850  Loss=0.8188  cls_acc=86.67  best_map=45.51
[0.6828 0.6330 0.5577 0.4745 0.3714 0.2667 0.1589]
epoch=  223  step= 2900  Loss=0.8021  cls_acc=85.24  best_map=45.51
[0.6742 0.6228 0.5530 0.4686 0.3634 0.2598 0.1500]
epoch=  226  step= 2950  Loss=0.8023  cls_acc=86.19  best_map=45.51
[0.6872 0.6381 0.5622 0.4737 0.3733 0.2665 0.1596]
epoch=  230  step= 3000  Loss=0.7887  cls_acc=86.67  best_map=45.51
[0.6749 0.6290 0.5571 0.4712 0.3611 0.2582 0.1490]
epoch=  234  step= 3050  Loss=0.7886  cls_acc=87.14  best_map=45.51
[0.6800 0.6300 0.5597 0.4737 0.3663 0.2609 0.1511]
epoch=  238  step= 3100  Loss=0.7725  cls_acc=87.14  best_map=45.51
[0.6729 0.6249 0.5552 0.4690 0.3598 0.2566 0.1487]
epoch=  242  step= 3150  Loss=0.7705  cls_acc=85.71  best_map=45.51
[0.6739 0.6274 0.5525 0.4679 0.3614 0.2591 0.1482]
epoch=  246  step= 3200  Loss=0.7695  cls_acc=86.67  best_map=45.51
[0.6826 0.6344 0.5573 0.4751 0.3728 0.2651 0.1565]
epoch=  249  step= 3250  Loss=0.7670  cls_acc=86.67  best_map=45.51
[0.6778 0.6309 0.5538 0.4732 0.3694 0.2628 0.1526]
epoch=  253  step= 3300  Loss=0.7603  cls_acc=86.67  best_map=45.51
[0.6749 0.6263 0.5518 0.4660 0.3617 0.2594 0.1485]
epoch=  257  step= 3350  Loss=0.7438  cls_acc=86.19  best_map=45.51
[0.6709 0.6227 0.5523 0.4657 0.3586 0.2567 0.1475]
epoch=  261  step= 3400  Loss=0.7408  cls_acc=86.67  best_map=45.51
[0.6728 0.6270 0.5499 0.4656 0.3599 0.2588 0.1480]
epoch=  265  step= 3450  Loss=0.7314  cls_acc=86.67  best_map=45.51
[0.6798 0.6330 0.5583 0.4711 0.3680 0.2612 0.1523]
epoch=  269  step= 3500  Loss=0.7403  cls_acc=86.19  best_map=45.51
[0.6806 0.6312 0.5567 0.4717 0.3679 0.2613 0.1561]
epoch=  273  step= 3550  Loss=0.7180  cls_acc=86.67  best_map=45.51
[0.6772 0.6305 0.5559 0.4715 0.3651 0.2607 0.1531]
epoch=  276  step= 3600  Loss=0.7273  cls_acc=86.19  best_map=45.51
[0.6761 0.6270 0.5546 0.4730 0.3641 0.2619 0.1504]
epoch=  280  step= 3650  Loss=0.7136  cls_acc=86.19  best_map=45.51
[0.6723 0.6255 0.5504 0.4663 0.3622 0.2594 0.1476]
epoch=  284  step= 3700  Loss=0.6964  cls_acc=86.67  best_map=45.51

0.6949 0.6424
