[0.5205 0.4649 0.3956 0.3239 0.2416 0.1547 0.0863]
[0.7031 0.6495 0.5655 0.4743 0.3573 0.2399 0.1392]
epoch=   65  step=  850  Loss=1.2993  cls_acc=91.90  best_map=44.70
[0.7004 0.6458 0.5607 0.4734 0.3538 0.2377 0.1384]
epoch=   69  step=  900  Loss=1.2908  cls_acc=91.90  best_map=44.70
[0.6947 0.6367 0.5422 0.4571 0.3427 0.2286 0.1346]
epoch=   73  step=  950  Loss=1.2823  cls_acc=89.52  best_map=44.70
[0.7002 0.6445 0.5595 0.4737 0.3538 0.2386 0.1395]
epoch=   76  step= 1000  Loss=1.2620  cls_acc=91.43  best_map=44.70
[0.6946 0.6396 0.5464 0.4615 0.3474 0.2309 0.1382]
epoch=   80  step= 1050  Loss=1.2725  cls_acc=90.48  best_map=44.70
[0.6825 0.6279 0.5391 0.4578 0.3455 0.2302 0.1328]
epoch=   84  step= 1100  Loss=1.2523  cls_acc=88.10  best_map=44.70
[0.6962 0.6429 0.5575 0.4736 0.3562 0.2423 0.1399]
epoch=   88  step= 1150  Loss=1.2359  cls_acc=90.95  best_map=44.70
[0.6984 0.6444 0.5587 0.4729 0.3577 0.2416 0.1395]
epoch=   92  step= 1200  Loss=1.2409  cls_acc=91.43  best_map=44.70
[0.7047 0.6508 0.5628 0.4758 0.3585 0.2442 0.1419]
epoch=   96  step= 1250  Loss=1.2242  cls_acc=91.43  best_map=44.84
[0.6828 0.6297 0.5402 0.4600 0.3408 0.2341 0.1375]
epoch=   99  step= 1300  Loss=1.2127  cls_acc=88.57  best_map=44.84
[0.7030 0.6476 0.5598 0.4775 0.3577 0.2429 0.1392]
epoch=  103  step= 1350  Loss=1.2149  cls_acc=90.00  best_map=44.84
[0.6992 0.6436 0.5601 0.4733 0.3558 0.2405 0.1364]
epoch=  107  step= 1400  Loss=1.1879  cls_acc=90.95  best_map=44.84
[0.7008 0.6435 0.5584 0.4738 0.3569 0.2446 0.1375]
epoch=  111  step= 1450  Loss=1.1875  cls_acc=90.48  best_map=44.84
[0.7002 0.6452 0.5578 0.4743 0.3568 0.2459 0.1404]
epoch=  115  step= 1500  Loss=1.1764  cls_acc=90.00  best_map=44.84
[0.6888 0.6353 0.5506 0.4715 0.3548 0.2460 0.1437]
epoch=  119  step= 1550  Loss=1.1816  cls_acc=89.52  best_map=44.84
[0.6988 0.6457 0.5562 0.4723 0.3543 0.2431 0.1408]
epoch=  123  step= 1600  Loss=1.1506  cls_acc=90.48  best_map=44.84
[0.6993 0.6452 0.5572 0.4736 0.3532 0.2426 0.1396]
epoch=  126  step= 1650  Loss=1.1508  cls_acc=90.00  best_map=44.84
[0.7019 0.6459 0.5605 0.4764 0.3573 0.2466 0.1409]
epoch=  130  step= 1700  Loss=1.1508  cls_acc=91.43  best_map=44.84
[0.7028 0.6453 0.5590 0.4745 0.3507 0.2426 0.1433]
epoch=  134  step= 1750  Loss=1.1261  cls_acc=90.95  best_map=44.84
[0.6849 0.6299 0.5418 0.4600 0.3404 0.2347 0.1355]
epoch=  138  step= 1800  Loss=1.1176  cls_acc=88.57  best_map=44.84
[0.7005 0.6486 0.5663 0.4775 0.3562 0.2454 0.1426]
epoch=  142  step= 1850  Loss=1.1294  cls_acc=90.48  best_map=44.84
[0.7023 0.6475 0.5602 0.4760 0.3554 0.2440 0.1412]
epoch=  146  step= 1900  Loss=1.1078  cls_acc=90.95  best_map=44.84
[0.7050 0.6471 0.5591 0.4762 0.3579 0.2462 0.1422]
epoch=  149  step= 1950  Loss=1.0963  cls_acc=91.43  best_map=44.84
[0.7061 0.6513 0.5609 0.4775 0.3586 0.2447 0.1422]
epoch=  153  step= 2000  Loss=1.0808  cls_acc=91.43  best_map=44.88
[0.7050 0.6495 0.5601 0.4769 0.3582 0.2442 0.1452]
epoch=  157  step= 2050  Loss=1.0813  cls_acc=91.43  best_map=44.88
[0.7074 0.6519 0.5656 0.4791 0.3599 0.2473 0.1437]
epoch=  161  step= 2100  Loss=1.0589  cls_acc=93.81  best_map=45.07
[0.7013 0.6485 0.5621 0.4778 0.3589 0.2453 0.1449]
epoch=  165  step= 2150  Loss=1.0529  cls_acc=92.38  best_map=45.07
[0.7128 0.6567 0.5595 0.4795 0.3595 0.2447 0.1445]
epoch=  169  step= 2200  Loss=1.0429  cls_acc=92.38  best_map=45.10
[0.7104 0.6589 0.5686 0.4803 0.3569 0.2450 0.1416]
epoch=  173  step= 2250  Loss=1.0380  cls_acc=90.48  best_map=45.17
[0.7102 0.6569 0.5696 0.4831 0.3605 0.2467 0.1428]
epoch=  176  step= 2300  Loss=1.0203  cls_acc=91.90  best_map=45.28
[0.7134 0.6592 0.5662 0.4826 0.3614 0.2452 0.1459]
epoch=  180  step= 2350  Loss=1.0135  cls_acc=90.95  best_map=45.34
[0.7134 0.6612 0.5724 0.4828 0.3572 0.2419 0.1426]
epoch=  184  step= 2400  Loss=1.0052  cls_acc=91.90  best_map=45.34
[0.7174 0.6621 0.5706 0.4858 0.3618 0.2485 0.1475]
epoch=  188  step= 2450  Loss=0.9810  cls_acc=91.90  best_map=45.62
[0.7068 0.6565 0.5671 0.4767 0.3523 0.2386 0.1376]
epoch=  192  step= 2500  Loss=0.9835  cls_acc=90.95  best_map=45.62
[0.7177 0.6647 0.5722 0.4829 0.3616 0.2474 0.1471]
epoch=  196  step= 2550  Loss=0.9841  cls_acc=92.38  best_map=45.62
[0.7147 0.6631 0.5738 0.4858 0.3660 0.2508 0.1471]
epoch=  199  step= 2600  Loss=0.9560  cls_acc=91.90  best_map=45.73
[0.7113 0.6593 0.5735 0.4839 0.3561 0.2442 0.1423]
epoch=  203  step= 2650  Loss=0.9574  cls_acc=90.95  best_map=45.73
[0.7100 0.6587 0.5703 0.4806 0.3554 0.2410 0.1401]
epoch=  207  step= 2700  Loss=0.9426  cls_acc=90.00  best_map=45.73
[0.7123 0.6592 0.5702 0.4828 0.3589 0.2453 0.1449]
epoch=  211  step= 2750  Loss=0.9447  cls_acc=90.48  best_map=45.73
[0.7229 0.6691 0.5770 0.4884 0.3660 0.2488 0.1489]
epoch=  215  step= 2800  Loss=0.9483  cls_acc=91.90  best_map=46.01
[0.7185 0.6644 0.5763 0.4898 0.3617 0.2479 0.1463]
epoch=  219  step= 2850  Loss=0.9375  cls_acc=92.38  best_map=46.01
[0.7199 0.6680 0.5768 0.4909 0.3695 0.2490 0.1481]
epoch=  223  step= 2900  Loss=0.9175  cls_acc=91.43  best_map=46.03
[0.7172 0.6653 0.5784 0.4877 0.3636 0.2474 0.1431]
epoch=  226  step= 2950  Loss=0.9056  cls_acc=90.48  best_map=46.03
[0.7244 0.6723 0.5805 0.4880 0.3661 0.2493 0.1467]
epoch=  230  step= 3000  Loss=0.8946  cls_acc=91.43  best_map=46.10
[0.7168 0.6672 0.5762 0.4856 0.3616 0.2483 0.1437]
epoch=  234  step= 3050  Loss=0.8979  cls_acc=91.90  best_map=46.10
[0.7208 0.6694 0.5793 0.4896 0.3646 0.2466 0.1436]
epoch=  238  step= 3100  Loss=0.8724  cls_acc=91.90  best_map=46.10
[0.7171 0.6667 0.5769 0.4860 0.3610 0.2435 0.1432]
epoch=  242  step= 3150  Loss=0.8712  cls_acc=91.90  best_map=46.10
[0.7128 0.6626 0.5709 0.4821 0.3602 0.2443 0.1428]
epoch=  246  step= 3200  Loss=0.8633  cls_acc=92.38  best_map=46.10
[0.7120 0.6586 0.5678 0.4833 0.3596 0.2436 0.1458]
epoch=  249  step= 3250  Loss=0.8654  cls_acc=91.90  best_map=46.10
[0.7257 0.6711 0.5801 0.4883 0.3668 0.2438 0.1462]
epoch=  253  step= 3300  Loss=0.8463  cls_acc=92.86  best_map=46.10
[0.7234 0.6720 0.5808 0.4876 0.3610 0.2460 0.1426]
epoch=  257  step= 3350  Loss=0.8412  cls_acc=90.48  best_map=46.10
[0.7234 0.6697 0.5786 0.4864 0.3636 0.2467 0.1436]
epoch=  261  step= 3400  Loss=0.8277  cls_acc=92.38  best_map=46.10
[0.7194 0.6680 0.5768 0.4841 0.3624 0.2433 0.1407]
epoch=  265  step= 3450  Loss=0.8231  cls_acc=90.48  best_map=46.10
[0.7251 0.6706 0.5773 0.4881 0.3661 0.2484 0.1476]
epoch=  269  step= 3500  Loss=0.8334  cls_acc=92.38  best_map=46.10
[0.7291 0.6725 0.5789 0.4877 0.3649 0.2465 0.1455]
epoch=  273  step= 3550  Loss=0.8025  cls_acc=91.90  best_map=46.10
[0.7299 0.6743 0.5823 0.4908 0.3700 0.2497 0.1480]
epoch=  276  step= 3600  Loss=0.8065  cls_acc=91.90  best_map=46.36
[0.7183 0.6671 0.5728 0.4793 0.3609 0.2450 0.1432]
epoch=  280  step= 3650  Loss=0.8049  cls_acc=90.48  best_map=46.36
[0.7194 0.6666 0.5733 0.4816 0.3616 0.2446 0.1437]
epoch=  284  step= 3700  Loss=0.7905  cls_acc=90.95  best_map=46.36
[0.7259 0.6740 0.5817 0.4849 0.3639 0.2478 0.1441]
epoch=  288  step= 3750  Loss=0.7893  cls_acc=91.43  best_map=46.36
[0.7242 0.6710 0.5777 0.4860 0.3662 0.2475 0.1462]
epoch=  292  step= 3800  Loss=0.7749  cls_acc=91.43  best_map=46.36
[0.7109 0.6591 0.5696 0.4803 0.3574 0.2430 0.1390]
epoch=  296  step= 3850  Loss=0.7631  cls_acc=91.43  best_map=46.36
[0.7139 0.6619 0.5725 0.4767 0.3585 0.2443 0.1445]
epoch=  299  step= 3900  Loss=0.7588  cls_acc=91.43  best_map=46.36
[0.7313 0.6753 0.5767 0.4858 0.3676 0.2474 0.1463]
epoch=  303  step= 3950  Loss=0.7670  cls_acc=91.43  best_map=46.36
[0.7235 0.6691 0.5756 0.4809 0.3648 0.2473 0.1455]
epoch=  307  step= 4000  Loss=0.7518  cls_acc=90.95  best_map=46.36
[0.7199 0.6695 0.5778 0.4827 0.3643 0.2475 0.1416]
epoch=  311  step= 4050  Loss=0.7444  cls_acc=91.43  best_map=46.36
[0.7297 0.6777 0.5840 0.4860 0.3670 0.2467 0.1429]
epoch=  315  step= 4100  Loss=0.7388  cls_acc=91.90  best_map=46.36
[0.7269 0.6719 0.5771 0.4826 0.3623 0.2487 0.1456]
epoch=  319  step= 4150  Loss=0.7277  cls_acc=91.43  best_map=46.36
[0.7280 0.6766 0.5822 0.4843 0.3656 0.2475 0.1423]
epoch=  323  step= 4200  Loss=0.7219  cls_acc=91.43  best_map=46.36
[0.7186 0.6695 0.5742 0.4841 0.3611 0.2471 0.1439]
epoch=  326  step= 4250  Loss=0.7174  cls_acc=88.10  best_map=46.36
[0.7238 0.6730 0.5782 0.4806 0.3610 0.2449 0.1445]
epoch=  330  step= 4300  Loss=0.7090  cls_acc=90.48  best_map=46.36
[0.7295 0.6767 0.5844 0.4865 0.3643 0.2512 0.1463]
epoch=  334  step= 4350  Loss=0.7182  cls_acc=91.43  best_map=46.36
[0.7301 0.6773 0.5818 0.4880 0.3657 0.2504 0.1452]
epoch=  338  step= 4400  Loss=0.6886  cls_acc=91.43  best_map=46.36
[0.7279 0.6776 0.5820 0.4865 0.3653 0.2471 0.1401]
epoch=  342  step= 4450  Loss=0.6960  cls_acc=91.90  best_map=46.36
[0.7238 0.6725 0.5785 0.4843 0.3626 0.2477 0.1432]
epoch=  346  step= 4500  Loss=0.6889  cls_acc=91.43  best_map=46.36
[0.7251 0.6713 0.5794 0.4846 0.3682 0.2484 0.1463]
epoch=  349  step= 4550  Loss=0.6933  cls_acc=90.95  best_map=46.36
[0.7222 0.6719 0.5783 0.4830 0.3616 0.2452 0.1388]
epoch=  353  step= 4600  Loss=0.6814  cls_acc=91.90  best_map=46.36
[0.7256 0.6741 0.5813 0.4873 0.3632 0.2492 0.1407]
epoch=  357  step= 4650  Loss=0.6664  cls_acc=90.95  best_map=46.36
[0.7263 0.6759 0.5797 0.4857 0.3605 0.2460 0.1392]
epoch=  361  step= 4700  Loss=0.6659  cls_acc=91.90  best_map=46.36
[0.7278 0.6753 0.5776 0.4840 0.3607 0.2433 0.1394]
epoch=  365  step= 4750  Loss=0.6512  cls_acc=91.43  best_map=46.36
[0.7251 0.6738 0.5824 0.4859 0.3631 0.2518 0.1435]
epoch=  369  step= 4800  Loss=0.6584  cls_acc=91.90  best_map=46.36
[0.7252 0.6736 0.5800 0.4850 0.3625 0.2462 0.1426]
epoch=  373  step= 4850  Loss=0.6548  cls_acc=91.90  best_map=46.36
[0.7214 0.6704 0.5775 0.4832 0.3615 0.2449 0.1434]
epoch=  376  step= 4900  Loss=0.6624  cls_acc=90.00  best_map=46.36
[0.7229 0.6696 0.5739 0.4796 0.3571 0.2399 0.1352]
epoch=  380  step= 4950  Loss=0.6572  cls_acc=90.48  best_map=46.36
[0.7282 0.6751 0.5809 0.4839 0.3602 0.2483 0.1394]
epoch=  384  step= 5000  Loss=0.6319  cls_acc=90.48  best_map=46.36
[0.7151 0.6637 0.5711 0.4790 0.3585 0.2434 0.1360]
epoch=  388  step= 5050  Loss=0.6324  cls_acc=90.48  best_map=46.36
[0.7290 0.6747 0.5777 0.4843 0.3650 0.2449 0.1393]
epoch=  392  step= 5100  Loss=0.6364  cls_acc=92.38  best_map=46.36
[0.7164 0.6630 0.5719 0.4767 0.3573 0.2419 0.1370]
epoch=  396  step= 5150  Loss=0.6333  cls_acc=91.43  best_map=46.36
[0.7160 0.6633 0.5713 0.4763 0.3585 0.2398 0.1362]
epoch=  399  step= 5200  Loss=0.6225  cls_acc=91.43  best_map=46.36
[0.7243 0.6711 0.5776 0.4810 0.3579 0.2443 0.1369]
epoch=  403  step= 5250  Loss=0.6262  cls_acc=91.90  best_map=46.36
[0.7280 0.6752 0.5807 0.4839 0.3598 0.2430 0.1368]
epoch=  407  step= 5300  Loss=0.6170  cls_acc=92.38  best_map=46.36
[0.7192 0.6664 0.5738 0.4796 0.3579 0.2429 0.1403]
epoch=  411  step= 5350  Loss=0.6146  cls_acc=91.43  best_map=46.36
[0.7264 0.6717 0.5787 0.4811 0.3617 0.2439 0.1411]
epoch=  415  step= 5400  Loss=0.6040  cls_acc=92.38  best_map=46.36
[0.7241 0.6697 0.5743 0.4780 0.3566 0.2346 0.1336]
epoch=  419  step= 5450  Loss=0.6040  cls_acc=91.90  best_map=46.36
[0.7299 0.6752 0.5809 0.4854 0.3620 0.2474 0.1422]
epoch=  423  step= 5500  Loss=0.5927  cls_acc=92.38  best_map=46.36
[0.7243 0.6686 0.5735 0.4791 0.3563 0.2397 0.1323]
epoch=  426  step= 5550  Loss=0.6026  cls_acc=92.86  best_map=46.36
